स्थिति,सूत्र,टिप्पणी
ष्टिपृँ॒,-,-
ष्टिपृँ॒,उपदेशेऽजनुनासिक इत् (1.3.2),ऋकारस्य इत्संज्ञा
ष्टिप्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
ष्टिप्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
स्तिप्,धात्वादेः षः सः (6.1.64),धातोरादेः षस्य सः
